timestamp,user,source_host,destination_host,event_type,status,protocol,port,bytes_out,command,asset_criticality,label
471927,U737@DOM1,C19932,C528,auth,success,?,,0,,medium,0
471927,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
471928,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
471929,U737@DOM1,C19932,C1640,auth,success,?,,0,,medium,0
471929,U737@DOM1,C19932,C529,auth,success,?,,0,,medium,0
471929,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
471971,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
472248,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,1
472282,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,1
473122,U1723@DOM1,C17693,C1275,auth,success,NTLM,,0,,medium,1
477448,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
477449,U737@DOM1,C19932,C528,auth,success,?,,0,,medium,0
477449,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
477449,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
477451,U737@DOM1,C19932,C612,auth,success,?,,0,,medium,0
477472,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
477894,U737@DOM1,C19932,C528,auth,success,?,,0,,medium,0
477894,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
483330,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
483331,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
483455,U1723@DOM1,C17693,C294,auth,success,NTLM,,0,,medium,1
483939,U1723@DOM1,C17693,C294,auth,fail,NTLM,,0,,medium,0
483981,U1723@DOM1,C17693,C294,auth,success,NTLM,,0,,medium,1
485925,U1723@DOM1,C17693,C294,auth,success,NTLM,,0,,medium,1
486443,U636@DOM1,C17693,C294,auth,success,NTLM,,0,,medium,1
488034,U1723@DOM1,C17693,C1275,auth,success,NTLM,,0,,medium,1
489614,U1723@DOM1,C17693,C1275,auth,success,NTLM,,0,,medium,1
490231,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
490232,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
490233,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
490253,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
490693,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
490695,U737@DOM1,C19932,C528,auth,success,Kerberos,,0,,medium,0
491747,U1723@DOM1,C17693,C294,auth,success,NTLM,,0,,medium,1
494303,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
494304,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
494328,U737@DOM1,C19932,C528,auth,success,?,,0,,medium,0
494328,U737@DOM1,C19932,C1640,auth,success,?,,0,,medium,0
494328,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
494328,U737@DOM1,C19932,C612,auth,success,?,,0,,medium,0
494944,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
494946,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
494965,U737@DOM1,C19932,C528,auth,success,?,,0,,medium,0
494966,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
494966,U737@DOM1,C19932,C1640,auth,success,?,,0,,medium,0
494966,U737@DOM1,C19932,C612,auth,success,?,,0,,medium,0
553051,U748@DOM1,C17693,C2519,auth,fail,NTLM,,0,,medium,0
553051,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
553053,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
553057,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
553869,U748@DOM1,C17693,C2519,auth,fail,NTLM,,0,,medium,0
553869,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
553873,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554256,U825@DOM1,C18025,C2651,auth,success,NTLM,,0,,medium,0
554381,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554383,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554383,U748@DOM1,C17693,C2519,auth,fail,NTLM,,0,,medium,0
554387,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554405,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554415,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554419,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554421,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554427,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554429,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554435,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554437,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554504,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554506,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554508,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554510,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
554512,U1723@DOM1,C17693,C2519,auth,success,NTLM,,0,,medium,0
557874,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557874,U748@DOM1,C17693,C1745,auth,fail,NTLM,,0,,medium,0
557880,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557903,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557924,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557929,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557934,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557939,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557949,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557954,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
557964,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
558167,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
558199,U1723@DOM1,C17693,C1745,auth,success,NTLM,,0,,medium,0
561251,U748@DOM1,C17693,C1810,auth,fail,NTLM,,0,,medium,0
561251,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561255,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561264,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561269,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561274,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561277,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561279,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561284,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561285,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561285,U748@DOM1,C17693,C625,auth,fail,NTLM,,0,,medium,0
561286,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561287,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561288,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561289,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561291,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561293,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561294,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561299,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561299,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561301,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561303,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561305,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561307,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561309,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561311,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561314,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561314,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561314,U748@DOM1,C17693,C625,auth,fail,NTLM,,0,,medium,0
561316,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561328,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561331,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561334,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561342,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561346,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561346,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561347,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561348,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561352,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561354,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561358,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561362,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561362,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561363,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561364,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561367,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561368,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561369,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561370,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561371,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561372,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561374,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561377,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561379,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561380,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561382,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561384,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561385,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561386,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561386,U1723@DOM1,C17693,C1810,auth,success,NTLM,,0,,medium,0
561387,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561388,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561390,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561392,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561393,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561396,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561396,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561397,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561398,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561399,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561401,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561402,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561402,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561403,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561404,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561405,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561406,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561407,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561408,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561409,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561410,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561411,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561412,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561413,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561414,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561442,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561448,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
561575,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561577,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561581,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561583,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561585,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561591,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561592,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561593,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561598,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561599,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561600,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561608,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561609,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561611,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561612,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561614,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561616,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561621,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561621,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561622,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561624,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561625,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561626,U1723@DOM1,C17693,C625,auth,success,NTLM,,0,,medium,0
561626,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561627,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
561638,U1723@DOM1,C17693,C467,auth,success,NTLM,,0,,medium,0
562563,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
562568,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
562572,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
562573,U1723@DOM1,C17693,C1529,auth,success,NTLM,,0,,medium,0
567761,U825@DOM1,C18025,C2651,auth,success,NTLM,,0,,medium,0
573521,U825@DOM1,C18025,C2651,auth,success,NTLM,,0,,medium,0
578386,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578386,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578387,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578387,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578434,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578434,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578435,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578437,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
578437,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
578438,U737@DOM1,C19932,C1065,auth,success,NTLM,,0,,medium,1
578480,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578480,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
578484,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
578484,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
578484,U737@DOM1,C19932,C467,auth,success,?,,0,,medium,0
578485,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
578485,U737@DOM1,C19932,C467,auth,success,Kerberos,,0,,medium,0
578485,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
578486,U737@DOM1,C19932,C586,auth,success,?,,0,,medium,0
578494,U737@DOM1,C19932,C1665,auth,success,Kerberos,,0,,medium,0
578494,U737@DOM1,C19932,C1665,auth,success,?,,0,,medium,0
578495,U737@DOM1,C19932,C4747,auth,success,Kerberos,,0,,medium,0
578496,U737@DOM1,C19932,C4747,auth,success,?,,0,,medium,0
578515,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
578516,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
578516,U737@DOM1,C19932,C467,auth,success,?,,0,,medium,0
578516,U737@DOM1,C19932,C586,auth,success,?,,0,,medium,0
578516,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
578519,U737@DOM1,C19932,C1665,auth,success,?,,0,,medium,0
578519,U737@DOM1,C19932,C4747,auth,success,?,,0,,medium,0
580053,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
580099,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
580558,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
580569,U737@DOM1,C19932,C625,auth,success,Kerberos,,0,,medium,0
580604,U825@DOM1,C18025,C2651,auth,success,NTLM,,0,,medium,0
584181,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584181,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584191,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
584191,U737@DOM1,C19932,C586,auth,success,?,,0,,medium,0
584193,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
584194,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584194,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584197,U737@DOM1,C19932,C586,auth,success,?,,0,,medium,0
584197,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
584198,U737@DOM1,C19932,C625,auth,success,?,,0,,medium,0
584292,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584296,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584296,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584551,U825@DOM1,C17693,C2669,auth,success,NTLM,,0,,medium,1
584560,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584560,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584563,U737@DOM1,C19932,C1640,auth,success,?,,0,,medium,0
584563,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
584564,U737@DOM1,C19932,C612,auth,success,NTLM,,0,,medium,1
584578,U737@DOM1,C19932,C612,auth,success,NTLM,,0,,medium,0
584596,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584596,U737@DOM1,C19932,C19932,auth,success,?,,0,,medium,0
584598,U737@DOM1,C19932,C1640,auth,success,?,,0,,medium,0
584598,U737@DOM1,C19932,TGT,auth,success,?,,0,,medium,0
584690,U737@DOM1,C19932,C529,auth,success,?,,0,,medium,0
584690,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
584691,U737@DOM1,C19932,C529,auth,success,?,,0,,medium,0
584691,U737@DOM1,C19932,C529,auth,success,Kerberos,,0,,medium,0
584692,U737@DOM1,C19932,C586,auth,success,?,,0,,medium,0
