timestamp,user,source_host,destination_host,event_type,status,protocol,port,bytes_out,command,asset_criticality,label
1184331,U66@DOM1,C17693,C313,auth,fail,NTLM,,0,,medium,0
1357892,U66@DOM1,C17693,C977,auth,fail,NTLM,,0,,medium,0
1358290,U66@DOM1,C17693,C1790,auth,success,NTLM,,0,,medium,0
1358387,U66@DOM1,C17693,C1152,auth,success,NTLM,,0,,medium,0
1358950,U66@DOM1,C17693,C370,auth,fail,NTLM,,0,,medium,0
1359671,U66@DOM1,C17693,C1703,auth,success,NTLM,,0,,medium,0
1847858,U66@DOM1,C17693,C2725,auth,success,NTLM,,0,,medium,1
1847888,U66@DOM1,C17693,C2725,auth,success,NTLM,,0,,medium,1
1847922,U66@DOM1,C17693,C2725,auth,success,NTLM,,0,,medium,1
2303820,U66@DOM1,C17693,C1755,auth,success,NTLM,,0,,medium,0
2304842,U66@DOM1,C17693,C2083,auth,fail,NTLM,,0,,medium,0
2304853,U66@DOM1,C17693,C3288,auth,fail,NTLM,,0,,medium,0
2304891,U66@DOM1,C17693,C3288,auth,success,NTLM,,0,,medium,1
2305469,U66@DOM1,C17693,C2733,auth,success,NTLM,,0,,medium,0
2367407,U66@DOM1,C17693,C3699,auth,success,NTLM,,0,,medium,1
2369300,U66@DOM1,C17693,C1881,auth,success,NTLM,,0,,medium,0
2370126,U66@DOM1,C17693,C5653,auth,success,NTLM,,0,,medium,1
2370806,U66@DOM1,C17693,C2707,auth,success,NTLM,,0,,medium,0
2372194,U66@DOM1,C17693,C626,auth,success,NTLM,,0,,medium,1
2372366,U66@DOM1,C17693,C3413,auth,success,NTLM,,0,,medium,0
2372551,U66@DOM1,C17693,C626,auth,success,NTLM,,0,,medium,1
2372649,U66@DOM1,C17693,C3430,auth,success,NTLM,,0,,medium,0
2373132,U66@DOM1,C17693,C2313,auth,success,NTLM,,0,,medium,0
