timestamp,user,source_host,destination_host,event_type,status,protocol,port,bytes_out,command,asset_criticality,label
1504277,controller.rao@CBSE,OFFICE-PC-036,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1504363,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1504433,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1504576,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1504709,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1504837,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1504918,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505053,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505088,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1505195,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505256,it.staff@CBSE,OFFICE-PC-038,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1505346,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1505371,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505390,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505480,it.staff@CBSE,OFFICE-PC-038,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1505507,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1505605,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505709,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505778,exam.admin@CBSE,OFFICE-PC-039,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505874,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1505981,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1506112,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1506224,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1506364,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1506432,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1506527,it.staff@CBSE,OFFICE-PC-038,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1506556,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1506680,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1506801,controller.rao@CBSE,OFFICE-PC-036,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1506896,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507025,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1507134,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507258,controller.rao@CBSE,OFFICE-PC-036,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507321,it.staff@CBSE,OFFICE-PC-038,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507452,controller.rao@CBSE,OFFICE-PC-036,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507564,exam.admin@CBSE,OFFICE-PC-039,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1507587,clerk.singh@CBSE,OFFICE-PC-037,REGISTRATION-SRV-01,auth,success,Kerberos,445,0,,medium,0
1507691,controller.rao@CBSE,OFFICE-PC-036,FILESHARE-01,auth,success,Kerberos,445,0,,medium,0
1507775,clerk.singh@CBSE,OFFICE-PC-009,FILESHARE-01,auth,fail,NTLM,445,0,,medium,1
1507833,clerk.singh@CBSE,OFFICE-PC-009,FILESHARE-01,auth,fail,NTLM,445,0,,medium,1
1507884,clerk.singh@CBSE,OFFICE-PC-009,FILESHARE-01,auth,success,NTLM,445,0,,medium,1
1507949,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-005,auth,success,NTLM,445,0,,medium,1
1508052,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-034,auth,success,NTLM,445,0,,medium,1
1508146,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-031,auth,success,NTLM,445,0,,medium,1
1508229,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-036,auth,success,NTLM,445,0,,medium,1
1508316,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-008,auth,success,NTLM,445,0,,medium,1
1508441,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-039,auth,success,NTLM,445,0,,medium,1
1508582,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-029,auth,success,NTLM,445,0,,medium,1
1508672,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-017,auth,success,NTLM,445,0,,medium,1
1508773,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-023,auth,success,NTLM,445,0,,medium,1
1508793,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-038,auth,success,NTLM,445,0,,medium,1
1508864,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-022,auth,success,NTLM,445,0,,medium,1
1508918,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-027,auth,success,NTLM,445,0,,medium,1
1508949,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-011,auth,success,NTLM,445,0,,medium,1
1508999,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-004,auth,success,NTLM,445,0,,medium,1
1509042,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-021,auth,success,NTLM,445,0,,medium,1
1509136,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-001,auth,success,NTLM,445,0,,medium,1
1509215,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-018,auth,success,NTLM,445,0,,medium,1
1509258,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-025,auth,success,NTLM,445,0,,medium,1
1509293,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-007,auth,success,NTLM,445,0,,medium,1
1509328,clerk.singh@CBSE,OFFICE-PC-009,OFFICE-PC-019,auth,success,NTLM,445,0,,medium,1
1509351,clerk.singh@CBSE,OFFICE-PC-009,FILESHARE-01,auth,success,NTLM,445,0,,medium,1
1509488,clerk.singh@CBSE,OFFICE-PC-009,REGISTRATION-SRV-01,auth,success,NTLM,445,0,,medium,1
1509512,clerk.singh@CBSE,OFFICE-PC-009,PORTAL-SRV-01,auth,success,NTLM,445,0,,medium,1
1509657,clerk.singh@CBSE,OFFICE-PC-009,MAIL-SRV-01,auth,success,NTLM,445,0,,medium,1
1509739,clerk.singh@CBSE,OFFICE-PC-009,EXAM-PAPERS-SRV-01,auth,success,NTLM,445,0,download sealed question papers,critical,1
1509823,clerk.singh@CBSE,OFFICE-PC-009,RESULTS-DB-01,auth,success,NTLM,445,0,update marks table,critical,1
1509945,clerk.singh@CBSE,OFFICE-PC-009,STUDENT-DATA-DB-01,auth,success,NTLM,445,0,export student records,critical,1
1509961,clerk.singh@CBSE,OFFICE-PC-009,DC-CBSE-01,auth,success,NTLM,445,0,net group 'Domain Admins',critical,1
1510101,it.staff@CBSE,OFFICE-PC-021,OFFICE-PC-013,auth,success,NTLM,445,0,,medium,1
1510131,it.staff@CBSE,OFFICE-PC-021,OFFICE-PC-005,auth,success,NTLM,445,0,,medium,1
1510182,it.staff@CBSE,OFFICE-PC-021,OFFICE-PC-009,auth,success,NTLM,445,0,,medium,1
1510263,it.staff@CBSE,OFFICE-PC-021,OFFICE-PC-012,auth,success,NTLM,445,0,,medium,1
1510278,it.staff@CBSE,OFFICE-PC-021,OFFICE-PC-014,auth,success,NTLM,445,0,,medium,1
1510391,it.staff@CBSE,OFFICE-PC-021,EXAM-PAPERS-SRV-01,auth,success,NTLM,445,0,db export,critical,1
